reviewerID,productID,score
R1796,P4419,2
R1796,P5326,3
R1796,P5902,5
R1796,P3222,5
R1796,P6093,5
R1796,P6226,4
R1796,P573,5
R1796,P5311,4
R1796,P4184,5
R1796,P6266,3
R1796,P4948,4
R1796,P2360,4
R1796,P3937,5
R1796,P3647,1
R1796,P3057,4
R1796,P1077,5
R1796,P1112,5
R1796,P661,4
R1796,P4740,4
R1796,P5306,5
R1796,P1089,3
R1796,P1903,5
R1796,P380,3
R1796,P2154,4
R1796,P3677,4
R1796,P1006,5
R1796,P4597,4
R1796,P333,2
R1796,P4821,5
R1796,P5404,3
R1796,P2646,3
R1796,P1099,3
R1796,P5541,4
R1796,P1321,4
R1796,P632,5
R1796,P106,4
R1796,P5437,3
R1796,P2430,4
R1796,P1525,4
R1796,P5774,4
R1796,P176,3
R1796,P3157,5
R1796,P3285,4
R1796,P1169,1
R1796,P4209,3
R1796,P5309,5
R1796,P5807,4
R1796,P6045,5
R1796,P3385,5
R1796,P5307,5
R1796,P5223,5
R1796,P1900,5
R1796,P2964,4
R1796,P677,5
R1796,P4427,5
R1796,P3348,5
R1796,P5096,1
R1796,P818,5
R1796,P1458,3
R1796,P5789,4
R1796,P3329,4
R1796,P3094,3
R1796,P5693,5
R1796,P6352,5
R1796,P993,5
R1796,P5567,3
R1796,P6293,3
R1796,P6136,5
R1796,P3876,3
R1796,P3194,5
R1796,P319,4
R1796,P4177,5
R1796,P2595,4
R1796,P5978,5
R1796,P951,3
R1796,P692,4
R1796,P365,3
R1796,P4000,2
R1796,P2019,5
R1796,P5606,4
R1796,P2280,4
R1796,P33,5
R1796,P5183,5
R1796,P127,4
R1796,P4291,3
R1796,P3528,3
R1796,P5368,5
R1796,P2623,1
R1796,P2535,4
R1796,P2462,5
R1796,P4570,5
R1796,P3411,5
R1796,P884,5
R1796,P6197,5
R1796,P2277,3
R1796,P300,5
R1796,P746,3
R1796,P5176,5
R1796,P4163,3
R1796,P2718,4
R1796,P3789,3
R1796,P4884,3
R1796,P3441,3
R1796,P3829,4
R1796,P111,3
R1796,P1898,4
R1796,P6158,5
R1796,P56,3
R1796,P4534,3
R1796,P191,5
R1796,P721,5
R1796,P2326,5
R1796,P5296,5
R1796,P4517,5
R1796,P5095,3
R1796,P2270,5
R1796,P3437,5
R1796,P4938,5
R1796,P201,3
R1796,P4411,4
R1796,P6033,3
R1796,P6176,4
R1796,P5765,3
R1796,P5060,5
R1796,P5642,5
R1796,P218,3
R1796,P6284,3
R1796,P561,5
R1796,P1408,5
R1797,P4189,5
R1797,P5262,4
R1797,P4215,5
R1797,P5356,5
R1797,P189,5
R1797,P1787,5
R1798,P1184,5
R1798,P524,5
R1798,P4185,5
R1798,P576,5
R1798,P1676,4
R1799,P4048,4
R1799,P201,4
R1799,P5678,5
R1799,P893,4
R1799,P3076,5
R1799,P1210,5
R1799,P1903,5
R1800,P2449,5
R1800,P70,5
R1800,P4394,5
R1800,P6251,5
R1800,P1408,5
R1800,P2183,5
R1800,P118,5
R1800,P1502,5
R1800,P559,5
R1800,P2640,5
R1800,P2289,5
R1800,P3789,5
R1800,P2281,5
R1800,P124,5
R1800,P341,5
R1800,P352,5
R1800,P5661,4
R1800,P4580,5
R1800,P3668,5
R1800,P1836,5
R1800,P847,4
R1800,P2053,5
R1801,P3577,3
R1801,P3157,3
R1801,P4142,3
R1801,P4631,3
R1801,P1337,4
R1801,P6117,4
R1801,P357,3
R1802,P1424,5
R1802,P5470,5
R1802,P2020,5
R1802,P5154,5
R1802,P3577,5
R1803,P5486,5
R1803,P5777,5
R1803,P6316,5
R1803,P2319,5
R1803,P1765,5
R1803,P4660,5
R1803,P2009,5
R1803,P6175,5
R1803,P826,5
R1803,P1365,5
R1804,P474,3
R1804,P4201,5
R1804,P6198,5
R1804,P4198,3
R1804,P4413,5
R1804,P1178,5
R1805,P3304,5
R1805,P1714,5
R1805,P1080,3
R1805,P3698,5
R1805,P2400,5
R1805,P390,5
R1805,P3281,3
R1806,P3226,5
R1806,P4798,5
R1806,P3623,5
R1806,P4363,5
R1806,P3003,5
R1806,P3588,5
R1806,P5961,5
R1806,P5350,5
R1806,P2731,5
R1806,P3694,5
R1806,P5329,5
R1806,P590,5
R1806,P4580,5
R1806,P713,5
R1806,P6048,5
R1806,P2214,5
R1806,P3599,5
R1807,P3903,5
R1807,P281,5
R1807,P4022,5
R1807,P3957,5
R1807,P5252,5
R1808,P4023,5
R1808,P1089,3
R1808,P898,3
R1808,P5750,5
R1808,P3443,5
R1808,P5637,3
R1809,P278,4
R1809,P5438,4
R1809,P6139,5
R1809,P4479,4
R1809,P5389,5
R1809,P5930,5
R1809,P2326,4
R1809,P1735,5
R1809,P3402,5
R1809,P1010,4
R1809,P5572,5
R1809,P400,5
R1809,P3437,5
R1810,P629,3
R1810,P1230,5
R1810,P2584,5
R1810,P5694,3
R1810,P291,3
R1810,P4939,3
R1810,P883,5
R1811,P2555,5
R1811,P2497,5
R1811,P6092,5
R1811,P844,5
R1811,P2731,5
R1811,P1066,5
R1811,P4690,5
R1812,P464,5
R1812,P4770,5
R1812,P4471,5
R1812,P5599,5
R1812,P5934,5
R1812,P1647,5
R1812,P1418,5
R1812,P6248,5
R1813,P3065,2
R1813,P2314,3
R1813,P5626,2
R1813,P2904,2
R1813,P4485,2
R1813,P762,2
R1813,P4558,1
R1813,P6156,2
R1813,P2589,2
R1813,P2790,3
R1813,P3485,1
R1814,P2477,3
R1814,P3379,3
R1814,P5353,4
R1814,P6262,4
R1814,P1997,4
R1814,P5089,5
R1814,P2731,4
R1814,P3751,4
R1814,P1099,4
R1814,P6280,4
R1814,P423,5
R1814,P5567,5
R1814,P2553,5
R1814,P6132,4
R1814,P3554,4
R1814,P3006,3
R1814,P1871,4
R1815,P6016,5
R1815,P1066,5
R1815,P1328,5
R1815,P1919,5
R1815,P4708,5
R1816,P388,5
R1816,P5608,5
R1816,P1369,5
R1816,P2381,5
R1816,P1566,5
R1817,P4553,5
R1817,P1543,5
R1817,P677,5
R1817,P1810,5
R1817,P4037,5
R1817,P5645,5
R1818,P468,5
R1818,P3824,2
R1818,P1566,5
R1818,P1493,4
R1818,P1638,5
R1818,P4384,5
R1818,P1040,4
R1818,P464,3
R1819,P3658,5
R1819,P1399,5
R1819,P2375,5
R1819,P4842,5
R1819,P56,4
R1819,P4376,5
R1819,P1493,5
R1819,P3312,5
R1819,P2852,5
R1819,P3437,5
R1819,P4407,5
R1820,P2000,5
R1820,P620,4
R1820,P5412,4
R1820,P468,5
R1820,P418,5
R1820,P3742,5
R1820,P1227,5
R1820,P3822,4
R1821,P4109,2
R1821,P5315,5
R1821,P3886,4
R1821,P6392,4
R1821,P4465,4
R1822,P5694,5
R1822,P2214,5
R1822,P254,4
R1822,P2105,4
R1822,P5119,5
R1822,P5901,5
R1822,P2942,5
R1822,P6414,5
R1822,P3001,4
R1822,P4480,4
R1822,P3997,5
R1822,P5465,4
R1822,P4307,4
R1822,P5801,5
R1822,P1237,5
R1823,P689,5
R1823,P2054,5
R1823,P6349,5
R1823,P3590,5
R1823,P3179,5
R1823,P4951,5
R1824,P1967,5
R1824,P1850,5
R1824,P4179,5
R1824,P2887,4
R1824,P598,4
R1825,P1893,5
R1825,P6018,1
R1825,P830,1
R1825,P1959,1
R1825,P1909,5
R1825,P4468,4
R1825,P6257,4
R1825,P5657,5
R1825,P5158,5
R1826,P4876,3
R1826,P4492,1
R1826,P3177,5
R1826,P5185,5
R1826,P4456,5
R1826,P5080,1
R1826,P4056,5
R1827,P4779,2
R1827,P5042,5
R1827,P5740,3
R1827,P5626,1
R1827,P2178,4
R1827,P118,4
R1827,P546,5
R1827,P690,1
R1827,P5663,5
R1827,P5308,5
R1827,P1650,3
R1827,P4777,5
R1827,P3961,3
R1827,P1951,4
R1827,P5410,5
R1827,P4312,3
R1827,P4489,5
R1827,P5862,1
R1827,P169,5
R1827,P4810,4
R1827,P2193,3
R1827,P357,3
R1827,P5196,3
R1827,P2214,5
R1827,P2829,5
R1827,P4194,5
R1827,P3158,5
R1827,P4223,4
R1827,P3011,3
R1827,P5596,5
R1827,P309,3
R1827,P723,5
R1827,P189,1
R1827,P2995,5
R1827,P2535,5
R1827,P4952,5
R1827,P163,5
R1827,P4151,5
R1827,P3078,5
R1827,P858,1
R1827,P5909,1
R1827,P6033,5
R1827,P5035,5
R1827,P5562,3
R1827,P1209,5
R1827,P509,5
R1827,P2205,5
R1827,P1348,3
R1827,P839,5
R1827,P4620,5
R1827,P3631,4
R1827,P5528,4
R1827,P4026,3
R1827,P2944,4
R1827,P3132,5
R1827,P4071,5
R1828,P4352,4
R1828,P2812,4
R1828,P333,2
R1828,P1313,4
R1828,P1991,5
R1829,P1424,5
R1829,P399,5
R1829,P550,4
R1829,P3858,1
R1829,P3781,5
R1829,P1240,4
R1829,P3487,2
R1829,P4131,5
R1830,P459,5
R1830,P1235,5
R1830,P5820,5
R1830,P2942,5
R1830,P5632,5
R1830,P4387,5
R1830,P4182,5
R1830,P1750,4
R1830,P1829,5
R1831,P2572,5
R1831,P760,5
R1831,P17,5
R1831,P2038,5
R1831,P1035,5
R1831,P4769,5
R1831,P4413,5
R1831,P5221,5
R1831,P2747,5
R1831,P2156,5
R1831,P4753,5
R1831,P6278,5
R1831,P3177,5
R1831,P1635,5
R1831,P5007,5
R1831,P5541,5
R1832,P2326,5
R1832,P949,5
R1832,P3708,5
R1832,P4128,5
R1832,P4614,5
R1832,P2529,4
R1832,P4514,4
R1832,P3482,5
R1832,P928,4
R1832,P3628,3
R1832,P3716,5
R1832,P1987,5
R1832,P4064,5
R1833,P3792,5
R1833,P502,3
R1833,P2654,1
R1833,P2912,5
R1833,P5791,5
R1833,P5464,5
R1833,P4938,5
R1833,P5241,1
R1833,P4074,5
R1833,P5613,4
R1833,P1772,5
R1833,P5702,5
R1833,P5695,5
R1833,P1200,5
R1833,P6146,5
R1833,P895,5
R1833,P2611,3
R1833,P5040,5
R1833,P3177,5
R1833,P2214,5
R1833,P3509,5
R1833,P2562,5
R1833,P4597,1
R1833,P5138,5
R1833,P3811,5
R1834,P2439,1
R1834,P4698,1
R1834,P3224,1
R1834,P677,1
R1834,P132,1
R1834,P165,1
R1835,P5016,5
R1835,P6070,4
R1835,P5272,4
R1835,P1274,4
R1835,P6092,4
R1836,P393,5
R1836,P5119,5
R1836,P3937,4
R1836,P3704,4
R1836,P5254,5
R1837,P4164,4
R1837,P5007,5
R1837,P4558,4
R1837,P2228,5
R1837,P399,5
R1838,P4534,4
R1838,P492,4
R1838,P5630,5
R1838,P5640,4
R1838,P4543,5
R1838,P6384,5
R1838,P4842,5
R1838,P4593,5
R1838,P2539,5
R1838,P5626,5
R1838,P5476,4
R1838,P4492,4
R1838,P2375,5
R1838,P6167,5
R1838,P191,5
R1838,P2723,5
R1838,P1695,5
R1838,P3066,5
R1838,P1795,5
R1838,P5599,5
R1839,P4770,5
R1839,P2325,5
R1839,P3462,5
R1839,P2356,5
R1839,P2347,5
R1840,P2570,4
R1840,P2072,4
R1840,P4520,4
R1840,P3786,4
R1840,P765,4
R1841,P5980,5
R1841,P1070,5
R1841,P3176,5
R1841,P514,5
R1841,P1048,5
R1842,P2082,5
R1842,P343,5
R1842,P1363,5
R1842,P987,5
R1842,P803,5
R1843,P2834,1
R1843,P2381,5
R1843,P5606,5
R1843,P1823,4
R1843,P5719,3
R1843,P1862,5
R1843,P3527,2
R1843,P5797,1
R1843,P324,2
R1843,P1027,1
R1843,P5393,5
R1843,P1013,3
R1843,P4319,1
R1843,P1876,2
R1843,P1635,1
R1843,P249,1
R1843,P2030,3
R1844,P3424,5
R1844,P1621,5
R1844,P5219,5
R1844,P3257,1
R1844,P5503,5
R1844,P646,5
R1844,P2439,5
R1845,P4189,5
R1845,P3310,5
R1845,P2745,5
R1845,P820,5
R1845,P4822,5
R1845,P1552,5
R1846,P4955,4
R1846,P4810,4
R1846,P1408,3
R1846,P3885,4
R1846,P2299,4
R1846,P4791,4
R1846,P1407,3
R1846,P5626,5
R1846,P3982,4
R1846,P5398,5
R1846,P4875,5
R1846,P3647,3
R1846,P5285,3
R1847,P5181,5
R1847,P4492,5
R1847,P122,3
R1847,P4940,4
R1847,P5362,5
R1847,P6037,5
R1847,P1739,5
R1847,P2315,5
R1847,P5909,5
R1847,P1542,5
R1847,P5538,3
R1848,P5126,4
R1848,P1977,4
R1848,P3280,5
R1848,P5825,5
R1848,P540,5
R1849,P2779,5
R1849,P5490,5
R1849,P4761,5
R1849,P569,1
R1849,P1193,1
R1849,P5961,5
R1849,P3602,5
R1849,P91,3
R1849,P460,5
R1850,P5019,5
R1850,P2802,5
R1850,P1803,5
R1850,P4568,5
R1850,P4213,4
R1850,P3648,5
R1850,P3037,5
R1850,P513,5
R1850,P2439,4
R1850,P4477,4
R1850,P4818,5
R1850,P1095,5
R1850,P5659,5
R1851,P4247,5
R1851,P954,3
R1851,P5877,5
R1851,P2611,4
R1851,P3432,4
R1851,P167,3
R1851,P264,4
R1851,P2384,4
R1851,P2439,5
R1851,P1371,5
R1851,P1921,3
R1851,P4575,3
R1852,P4356,5
R1852,P4307,3
R1852,P6029,3
R1852,P1024,3
R1852,P5778,3
R1853,P1957,5
R1853,P1952,5
R1853,P4691,5
R1853,P1773,5
R1853,P1904,5
R1854,P1361,5
R1854,P3438,5
R1854,P1346,5
R1854,P4856,5
R1854,P4220,5
R1854,P569,5
R1854,P2983,5
R1854,P5337,5
R1855,P3304,5
R1855,P2203,5
R1855,P5848,4
R1855,P282,5
R1855,P5465,5
R1855,P4284,3
R1855,P2665,4
R1855,P3822,4
R1856,P6186,5
R1856,P5307,5
R1856,P5676,5
R1856,P4371,5
R1856,P3202,5
R1856,P1963,5
R1856,P5643,5
R1856,P941,5
R1856,P1413,5
R1856,P6211,5
R1856,P538,5
R1856,P4732,5
R1856,P456,5
R1856,P5606,5
R1856,P1174,5
R1856,P3482,5
R1856,P2407,5
R1857,P106,5
R1857,P5331,4
R1857,P886,4
R1857,P2664,4
R1857,P1067,4
R1858,P5267,5
R1858,P5592,4
R1858,P38,4
R1858,P2603,4
R1858,P549,4
R1858,P5481,5
R1858,P1656,5
R1858,P3944,5
R1858,P374,4
R1858,P4708,4
R1858,P4194,5
R1858,P4499,4
R1858,P5727,4
R1858,P2061,5
R1858,P3588,5
R1858,P423,4
R1858,P4394,5
R1858,P5516,5
R1858,P1954,5
R1858,P1305,5
R1858,P1798,4
R1858,P4145,5
R1858,P6085,5
R1858,P4953,4
R1858,P4951,4
R1859,P4580,1
R1859,P4691,5
R1859,P4428,5
R1859,P1952,5
R1859,P5507,5
R1860,P1613,5
R1860,P3903,4
R1860,P3988,2
R1860,P4602,2
R1860,P3011,2
R1860,P3647,4
R1861,P546,5
R1861,P3066,5
R1861,P3566,5
R1861,P2279,5
R1861,P1655,5
R1862,P2043,5
R1862,P1512,5
R1862,P706,5
R1862,P51,5
R1862,P5878,5
R1862,P1032,5
R1863,P4394,5
R1863,P3353,4
R1863,P3176,5
R1863,P4528,5
R1863,P5695,5
R1863,P2970,5
R1863,P1665,5
R1864,P2535,4
R1864,P6378,5
R1864,P793,4
R1864,P2964,5
R1864,P5759,5
R1864,P5640,3
R1864,P788,4
R1864,P3565,5
R1864,P6085,3
R1864,P2995,4
R1864,P4492,4
R1864,P4407,4
R1864,P3840,5
R1864,P3536,4
R1864,P999,5
R1864,P3063,5
R1864,P3577,5
R1864,P1087,3
R1864,P409,4
R1864,P3553,5
R1864,P3435,3
R1865,P4064,5
R1865,P5480,5
R1865,P4294,5
R1865,P5357,5
R1865,P5094,5
R1865,P5324,5
R1865,P2882,5
R1866,P3063,5
R1866,P2188,5
R1866,P2725,5
R1866,P2522,5
R1866,P661,4
R1867,P5665,5
R1867,P4316,5
R1867,P5620,5
R1867,P1685,4
R1867,P2337,5
R1867,P5859,4
R1868,P3775,4
R1868,P5561,5
R1868,P752,3
R1868,P5248,4
R1868,P820,5
R1868,P5862,4
R1868,P2911,3
R1869,P6092,5
R1869,P847,5
R1869,P3918,4
R1869,P1642,5
R1869,P6241,4
R1869,P1344,5
R1869,P4336,5
R1869,P4939,5
R1869,P833,3
R1869,P4344,5
R1869,P2935,5
R1869,P4416,5
R1869,P5045,5
R1869,P1006,4
R1869,P4888,4
R1869,P4321,5
R1869,P22,5
R1870,P1419,5
R1870,P1408,4
R1870,P5548,1
R1870,P4938,5
R1870,P5808,4
R1870,P1798,5
R1870,P1690,5
R1870,P4038,4
R1870,P1089,5
R1870,P3662,5
R1870,P3448,4
R1871,P5848,2
R1871,P5730,5
R1871,P540,2
R1871,P6139,4
R1871,P831,1
R1871,P61,5
R1871,P3310,5
R1871,P703,5
R1871,P546,4
R1871,P4890,5
R1871,P1737,4
R1871,P3640,1
R1871,P649,3
R1871,P5168,4
R1871,P1786,2
R1871,P4072,4
R1871,P5678,2
R1871,P1200,5
R1871,P4462,5
R1871,P5677,2
R1871,P5,3
R1871,P1102,4
R1871,P5973,5
R1871,P4693,2
R1871,P3721,3
R1871,P6040,5
R1871,P3167,3
R1871,P3365,5
R1871,P3011,5
R1871,P1514,5
R1871,P2256,5
R1871,P5165,5
R1871,P208,2
R1871,P6406,5
R1871,P412,4
R1871,P1344,5
R1871,P4990,5
R1871,P4112,5
R1871,P6092,2
R1871,P1695,2
R1871,P4457,3
R1871,P4586,5
R1871,P3650,3
R1871,P4094,4
R1871,P1247,3
R1871,P5844,4
R1871,P4744,3
R1871,P5164,5
R1871,P847,5
R1871,P4126,3
R1871,P230,3
R1871,P4988,3
R1871,P1099,5
R1871,P5723,5
R1871,P832,5
R1871,P3624,3
R1871,P6153,5
R1871,P5205,5
R1871,P2635,5
R1871,P4079,5
R1871,P1774,5
R1871,P1569,3
R1872,P1894,1
R1872,P5210,5
R1872,P649,1
R1872,P5467,3
R1872,P5100,3
R1872,P5835,2
R1872,P1757,2
R1872,P3257,3
R1873,P2375,1
R1873,P6068,1
R1873,P1378,5
R1873,P2966,5
R1873,P2565,5
R1873,P4132,5
R1874,P4285,5
R1874,P2935,3
R1874,P3921,3
R1874,P5748,1
R1874,P2562,5
R1875,P674,5
R1875,P3342,3
R1875,P2527,5
R1875,P4228,5
R1875,P2055,5
R1876,P6361,5
R1876,P1667,5
R1876,P1733,4
R1876,P341,4
R1876,P5879,5
R1876,P62,5
R1876,P4660,5
R1876,P3677,5
R1876,P3411,3
R1876,P3158,4
R1876,P3584,4
R1876,P477,4
R1877,P4523,5
R1877,P3003,5
R1877,P2535,5
R1877,P124,4
R1877,P5104,5
R1877,P2906,5
R1877,P4774,5
R1877,P828,5
R1878,P3422,5
R1878,P1778,1
R1878,P3727,5
R1878,P919,1
R1878,P3441,5
R1878,P3880,5
R1878,P608,5
R1878,P70,5
R1878,P3846,5
R1878,P1756,5
R1879,P2427,5
R1879,P5137,5
R1879,P4490,4
R1879,P4191,4
R1879,P5213,4
R1880,P6318,4
R1880,P6288,4
R1880,P820,5
R1880,P5251,5
R1880,P632,5
R1880,P412,3
R1880,P2474,5
R1880,P3875,5
R1880,P1509,4
R1880,P4925,3
R1880,P5743,4
R1880,P4314,5
R1880,P652,5
R1880,P5693,5
R1880,P72,4
R1880,P5458,5
R1880,P5805,5
R1880,P3819,5
R1880,P1399,3
R1880,P396,5
R1880,P1683,3
R1880,P1967,5
R1880,P467,5
R1880,P2716,4
R1880,P1736,5
R1880,P1787,5
R1880,P1173,5
R1880,P2872,4
R1880,P598,5
R1880,P4034,5
R1880,P6028,5
R1880,P687,3
R1880,P6317,5
R1880,P2073,5
R1880,P3822,3
R1880,P1076,3
R1880,P1840,5
R1880,P17,4
R1880,P2477,4
R1880,P3441,5
R1880,P2382,5
R1880,P175,3
R1880,P4362,5
R1880,P3825,4
R1880,P5005,5
R1880,P2447,4
R1880,P5308,5
R1880,P2330,5
R1880,P1560,5
R1880,P5613,5
R1880,P2004,4
R1880,P5879,5
R1880,P1553,5
R1880,P683,3
R1880,P240,5
R1880,P4113,5
R1880,P4396,5
R1880,P2194,5
R1880,P5600,2
R1880,P1808,5
R1880,P4764,4
R1880,P1118,5
R1880,P4514,3
R1880,P2210,5
R1880,P5948,4
R1880,P3726,4
R1880,P3110,3
R1880,P5835,5
R1880,P658,5
R1880,P3594,5
R1880,P5337,3
R1880,P1676,5
R1880,P2542,5
R1880,P634,5
R1880,P4144,5
R1880,P720,5
R1880,P5626,3
R1880,P5122,5
R1880,P3579,5
R1880,P4460,5
R1880,P3821,2
R1880,P346,5
R1880,P4159,4
R1880,P492,5
R1880,P2019,3
R1880,P1656,5
R1880,P5297,5
R1880,P2990,3
R1880,P4388,5
R1880,P2276,4
R1880,P5627,5
R1880,P621,5
R1880,P4111,5
R1880,P5465,5
R1880,P1760,4
R1880,P1318,4
R1880,P531,5
R1880,P1089,5
R1880,P4660,4
R1880,P5464,5
R1880,P3842,3
R1880,P4405,5
R1880,P4145,5
R1880,P3731,5
R1880,P80,5
R1880,P5205,4
R1880,P3844,3
R1880,P6043,4
R1880,P3716,5
R1880,P1702,5
R1880,P3645,5
R1880,P2932,5
R1880,P1627,5
R1880,P4140,5
R1880,P4531,4
R1880,P3079,4
R1880,P2326,4
R1880,P4407,5
R1880,P4280,4
R1880,P1106,5
R1880,P2718,4
R1880,P571,5
R1880,P1393,4
R1880,P5398,4
R1880,P1956,5
R1880,P4935,5
R1880,P4614,5
R1880,P1703,5
R1880,P3507,3
R1880,P6029,5
R1880,P77,5
R1880,P3590,5
R1880,P804,5
R1880,P2928,4
R1880,P1144,5
R1880,P4814,5
R1880,P5995,5
R1880,P3378,5
R1880,P5042,3
R1880,P2977,5
R1880,P2665,4
R1880,P677,5
R1880,P4411,5
R1880,P650,3
R1880,P3824,5
R1880,P2976,4
R1880,P424,5
R1880,P5146,5
R1880,P3094,5
R1880,P2000,3
R1880,P3710,4
R1880,P4866,5
R1880,P4416,5
R1880,P3263,4
R1880,P5640,4
R1880,P556,5
R1880,P4535,3
R1880,P6047,4
R1880,P2245,4
R1880,P5854,5
R1881,P3319,5
R1881,P5503,2
R1881,P5835,4
R1881,P3312,2
R1881,P4965,5
R1881,P4848,5
R1882,P1735,1
R1882,P1209,1
R1882,P5394,3
R1882,P1296,5
R1882,P2669,5
R1882,P2535,1
R1882,P6117,5
R1882,P6215,5
R1882,P6177,5
R1883,P5613,5
R1883,P552,5
R1883,P4277,5
R1883,P3655,4
R1883,P6039,5
R1883,P6092,5
R1883,P1,4
R1883,P4125,5
R1884,P2004,5
R1884,P2857,5
R1884,P6406,4
R1884,P3272,5
R1884,P5989,5
R1884,P4732,5
R1884,P80,5
R1884,P5162,5
R1884,P1292,5
R1885,P4100,5
R1885,P2259,5
R1885,P414,3
R1885,P6344,5
R1885,P614,2
R1885,P2890,5
R1885,P1670,5
R1885,P1690,5
R1885,P1366,1
R1885,P6033,3
R1885,P5556,5
R1885,P922,5
R1885,P3157,2
R1886,P2635,1
R1886,P1036,1
R1886,P1963,1
R1886,P5647,1
R1886,P4523,1
R1887,P632,5
R1887,P6073,5
R1887,P1101,5
R1887,P5221,5
R1887,P5743,5
R1887,P2193,5
R1887,P5108,5
R1887,P2442,5
R1887,P3728,5
R1887,P3339,5
R1887,P2291,5
R1887,P3657,5
R1887,P2869,5
R1887,P1106,5
R1887,P688,5
R1887,P1722,5
R1887,P5048,5
R1887,P2512,5
R1887,P4050,5
R1887,P3432,5
R1887,P1959,5
R1887,P1862,5
R1887,P788,4
R1887,P6154,5
R1887,P2478,5
R1887,P1870,5
R1887,P4336,5
R1887,P191,5
R1887,P1758,5
R1887,P1679,5
R1887,P736,5
R1887,P5164,5
R1887,P474,5
R1887,P4641,5
R1887,P2326,4
R1887,P1690,5
R1887,P1179,5
R1887,P3729,5
R1887,P2269,5
R1887,P703,5
R1887,P5052,5
R1887,P1572,5
R1887,P6274,5
R1887,P1011,5
R1887,P104,5
R1887,P3053,5
R1887,P3214,4
R1887,P5715,5
R1887,P3668,5
R1887,P3960,5
R1887,P4089,5
R1887,P4854,5
R1887,P5570,5
R1887,P4201,5
R1887,P3503,5
R1887,P5,5
R1887,P5611,5
R1887,P2535,5
R1887,P3422,5
R1887,P6212,5
R1887,P5892,5
R1887,P3829,5
R1887,P3903,5
R1887,P4536,5
R1887,P546,5
R1887,P3380,5
R1888,P1740,3
R1888,P1963,1
R1888,P3774,1
R1888,P6344,5
R1888,P374,4
R1889,P4462,5
R1889,P3822,5
R1889,P3950,5
R1889,P5205,5
R1889,P4631,5
R1890,P3189,4
R1890,P80,4
R1890,P6250,4
R1890,P595,4
R1890,P2078,4
R1891,P4673,3
R1891,P4048,5
R1891,P1476,3
R1891,P437,5
R1891,P677,5
R1892,P5420,4
R1892,P4386,4
R1892,P3437,4
R1892,P1399,5
R1892,P1315,4
R1893,P6295,5
R1893,P4294,5
R1893,P4208,5
R1893,P609,5
R1893,P1946,5
R1893,P251,5
R1893,P2491,2
R1893,P2806,5
R1893,P151,5
R1894,P1893,2
R1894,P5065,2
R1894,P3396,4
R1894,P2439,2
R1894,P609,2
R1895,P2227,5
R1895,P3912,5
R1895,P2923,5
R1895,P490,4
R1895,P5553,5
R1896,P5859,4
R1896,P1172,5
R1896,P6165,5
R1896,P3951,5
R1896,P855,5
R1897,P5521,5
R1897,P692,5
R1897,P2544,5
R1897,P3064,5
R1897,P616,5
R1897,P4899,2
R1898,P1751,5
R1898,P855,5
R1898,P457,5
R1898,P3819,5
R1898,P1510,5
R1899,P464,4
R1899,P5670,4
R1899,P4305,5
R1899,P5510,4
R1899,P1079,5
R1899,P4726,5
R1899,P3097,4
R1899,P6156,4
R1899,P254,5
R1899,P4160,5
R1899,P4223,5
R1899,P2983,4
R1899,P4548,4
R1899,P5482,4
R1899,P321,5
R1899,P5362,5
R1900,P3170,4
R1900,P2940,3
R1900,P6168,5
R1900,P3493,5
R1900,P1425,3
R1900,P1424,4
R1900,P1807,4
R1900,P5835,4
R1900,P2807,5
R1900,P6005,1
R1901,P5324,4
R1901,P2249,4
R1901,P2272,4
R1901,P2203,5
R1901,P2007,4
R1902,P3955,5
R1902,P3669,5
R1902,P4675,5
R1902,P4994,5
R1902,P6357,5
R1902,P6344,5
R1902,P2884,5
R1902,P6016,5
R1903,P780,5
R1903,P857,5
R1903,P1689,5
R1903,P1548,5
R1903,P677,5
R1903,P6083,5
R1903,P5165,5
R1903,P792,5
R1903,P1246,5
R1903,P512,5
R1903,P1807,5
R1903,P40,5
R1903,P4810,5
R1903,P4116,5
R1903,P1774,5
R1903,P1183,5
R1903,P4938,5
R1903,P4137,5
R1903,P5251,5
R1903,P5509,5
R1903,P1837,5
R1904,P5240,1
R1904,P5883,1
R1904,P4089,5
R1904,P3449,1
R1904,P3307,5
R1904,P4437,5
R1905,P5179,5
R1905,P3829,5
R1905,P3467,5
R1905,P6010,5
R1905,P3267,5
R1905,P6388,5
R1906,P4657,4
R1906,P2285,4
R1906,P4263,4
R1906,P2811,4
R1906,P5513,4
R1906,P6202,4
R1906,P1333,3
R1906,P4988,4
R1906,P956,4
R1906,P6139,4
R1906,P1088,5
R1906,P3093,4
R1906,P1215,4
R1906,P2356,5
R1906,P5386,5
R1906,P1274,5
R1906,P5442,5
R1906,P197,5
R1906,P5822,5
R1906,P6094,5
R1906,P2524,5
R1906,P5629,5
R1906,P3186,4
R1906,P4958,5
R1906,P5344,5
R1907,P708,2
R1907,P6136,2
R1907,P4795,3
R1907,P1749,2
R1907,P4952,4
R1907,P847,2
R1908,P6254,5
R1908,P4691,4
R1908,P4938,5
R1908,P6092,5
R1908,P2117,4
R1909,P3718,5
R1909,P3722,5
R1909,P392,5
R1909,P1924,5
R1909,P5889,5
R1910,P1210,4
R1910,P1924,4
R1910,P1566,4
R1910,P3056,3
R1910,P999,5
